"Variável";"Ano";"Fator1";"Fator2";"Fator3";"Base"
"QL_CNAE_G.14";2004;0,333444384258818;0,582255965063954;0,000175615962423036;1
"QL_CNAE_G.15";2004;0,397865022743669;0,329515644701775;-0,0288281539709976;1
"QL_CNAE_G.16";2004;0,311363858485405;0,645813564184963;0,0941361200830385;1
"QL_CNAE_G.17";2004;0,473804752163184;0,524825132405094;-0,244057089228982;1
"QL_CNAE_G.18";2004;0,414058170401638;0,546693954086509;-0,100987867815807;1
"QL_CNAE_G.19";2004;0,459854159377866;-0,0799301351885713;-0,229306642748856;1
"QL_CNAE_G.2";2004;0,175039460174631;-0,188757115258802;-0,0306838474910651;1
"QL_CNAE_G.20";2004;0,245029929168854;0,213034769839307;-0,503052997022169;1
"QL_CNAE_G.21";2004;0,549550424728783;0,139979572382432;-0,109742743140474;1
"QL_CNAE_G.22";2004;0,297750467359161;0,601318746153068;-0,426659433553474;1
"QL_CNAE_G.23";2004;0,0240264885376315;0,387902388525702;-0,0353878014550325;1
"QL_CNAE_G.24";2004;0,351078167933123;0,287313636028226;-0,266864293400011;1
"QL_CNAE_G.25";2004;-0,0929395524039865;0,3103267275629;-0,580800107795771;1
"QL_CNAE_G.26";2004;0,653574785298694;0,399289664841489;-0,24978177921787;1
"QL_CNAE_G.27";2004;0,533147275213283;0,5098297978583;-0,235431770623357;1
"QL_CNAE_G.28";2004;0,307487134970701;0,572195876139868;-0,365619245961928;1
"QL_CNAE_G.29";2004;0,360943862073844;0,27861011716761;-0,294858124938998;1
"QL_CNAE_G.3";2004;0,220595910542358;-0,118564866714259;0,447417396194121;1
"QL_CNAE_G.30";2004;0,359651604275246;0,442495098844395;-0,305939709355845;1
"QL_CNAE_G.31";2004;0,231625588265484;0,631811242695778;-0,16963642063423;1
"QL_CNAE_G.32";2004;0,312226822597676;0,492834890099661;-0,458871782887975;1
"QL_CNAE_G.33";2004;0,325107503690117;0,648904205055143;-0,242834323045012;1
"QL_CNAE_G.35";2004;0,321602847492392;0,148981008064312;0,203466188595655;1
"QL_CNAE_G.36";2004;0,412352006425031;0,186969906798372;0,095412970237864;1
"QL_CNAE_G.37";2004;0,665963832240484;0,178668375099629;-0,20607262716464;1
"QL_CNAE_G.38";2004;0,623143012576273;0,360433202071811;-0,223879227504346;1
"QL_CNAE_G.39";2004;0,665963832240484;0,178668375099629;-0,20607262716464;1
"QL_CNAE_G.41";2004;0,139597098512234;0,438408063068391;0,531366597793915;1
"QL_CNAE_G.42";2004;0,219962513751243;0,188094752109958;0,197153288499095;1
"QL_CNAE_G.43";2004;0,203753788123522;0,191285886874531;0,215853421336128;1
"QL_CNAE_G.45";2004;-0,121245078275577;0,600312487765448;0,348624563578795;1
"QL_CNAE_G.46";2004;0,221356181598488;0,315024946775006;-0,0664130051212396;1
"QL_CNAE_G.47";2004;-0,436314060462341;0,302260852808965;0,482492925105189;1
"QL_CNAE_G.49";2004;0,0792986172815821;0,154394948140984;0,142053633769553;1
"QL_CNAE_G.5";2004;0,407853283754184;-0,154077273353846;0,0112611657349722;1
"QL_CNAE_G.50";2004;0,489035865835334;-0,227079128363537;0,182922667882619;1
"QL_CNAE_G.51";2004;0,660910433786345;-0,120707210298521;0,0733191145851028;1
"QL_CNAE_G.52";2004;0,180315913108049;-0,254365405712895;0,0260261169104196;1
"QL_CNAE_G.53";2004;0,374130009146294;0,266163232436774;0,334934397048039;1
"QL_CNAE_G.55";2004;-0,0713902582646857;0,277479292745794;0,534241830960973;1
"QL_CNAE_G.56";2004;0,542662093126834;0,171456371696551;0,334076253136559;1
"QL_CNAE_G.58";2004;0,529341043298908;0,488267605063684;0,223567329165341;1
"QL_CNAE_G.59";2004;0,0229465088600787;0,302716417669055;0,711640844667494;1
"QL_CNAE_G.6";2004;0,448918309584709;-0,143774411002595;0,210462334784705;1
"QL_CNAE_G.60";2004;0,476685813705631;0,476395768856976;0,512599027689766;1
"QL_CNAE_G.61";2004;0,635121217834613;0,439888533499371;0,292226361129715;1
"QL_CNAE_G.62";2004;0,462270924049304;-0,000684628774469966;-0,149866103863742;1
"QL_CNAE_G.63";2004;0,452390688696667;-0,207432669412109;-0,354328807330727;1
"QL_CNAE_G.64";2004;0,482448908056552;0,280564538307803;0,511406064767995;1
"QL_CNAE_G.65";2004;0,56931187372065;0,271941538828025;0,3027614204001;1
"QL_CNAE_G.66";2004;0,521875234726453;0,337437575633307;0,166028545007604;1
"QL_CNAE_G.68";2004;0,329634533400822;0,0161240305417744;0,15135665984804;1
"QL_CNAE_G.69";2004;0,363768194071897;0,181027069040756;0,574976464333746;1
"QL_CNAE_G.7";2004;0,41630296296765;-0,265244705801057;0,0475335682504167;1
"QL_CNAE_G.70";2004;0,531096936172033;0,29555767036416;-0,0789721378715651;1
"QL_CNAE_G.71";2004;0,437180845868947;-0,228307236173641;-0,416581671110504;1
"QL_CNAE_G.72";2004;0,4709897813294;-0,193940442686171;0,365497175555259;1
"QL_CNAE_G.73";2004;0,488332583050498;-0,220318342680226;-0,306808608423564;1
"QL_CNAE_G.74";2004;0,447721642918035;-0,211381603884192;-0,390896818450415;1
"QL_CNAE_G.75";2004;0,551601886237728;0,230056189688049;0,217008830765179;1
"QL_CNAE_G.77";2004;0,404433469031168;0,230311620850644;-0,0231475859068004;1
"QL_CNAE_G.78";2004;0,455131687324462;0,0313337441988116;-0,288233492365335;1
"QL_CNAE_G.79";2004;0,566730930354818;0,493897384160607;0,133208495462865;1
"QL_CNAE_G.8";2004;0,135076637972917;-0,0790103533248436;0,0680958657865368;1
"QL_CNAE_G.80";2004;0,552589528424533;0,246930373599992;-0,197677287908418;1
"QL_CNAE_G.81";2004;0,500298858535859;0,113103259096391;-0,0506688093817324;1
"QL_CNAE_G.82";2004;0,443197016730245;-0,218903900537051;-0,377351171163725;1
"QL_CNAE_G.84";2004;0,137226154895452;-0,51916633752918;0,527984664821158;1
"QL_CNAE_G.85";2004;0,162790998861778;0,478106498339937;0,556683618611497;1
"QL_CNAE_G.86";2004;0,320546583308689;0,530893125613589;0,493409539823639;1
"QL_CNAE_G.87";2004;0,351465631605511;0,435284612757536;0,538582763875331;1
"QL_CNAE_G.88";2004;0,508029713075842;0,456669884009426;0,318992201727739;1
"QL_CNAE_G.9";2004;0,135715056186485;-0,102252477927157;-0,0453014443200263;1
"QL_CNAE_G.90";2004;0,531273945506021;0,304783764522783;0,0637087147225276;1
"QL_CNAE_G.91";2004;0,542718503040161;-0,135801929786292;0,102105627151661;1
